parcel_name,parcel_code,land_use_code,far,building_height_m,building_density_pct,green_ratio_pct,land_area_sqm,floor_area_sqm,notice_no,doc_no,notice_date,corridor,source_url,extraction_notes,transaction_price,winner,transaction_date
北京市海淀区东升镇北部片区朱房四街棚户区改造项目二期（剩余用地）HD00-0803-0030地块R2二类居住用地,HD00-0803-0030,R2,2.42,48,,30,39303.709,95114.9758,京土储挂（海）[2024]052号,京规自（海）供审函〔2024〕0006号,2024-11-28,unknown,https://ggzyfw.beijing.gov.cn/zpgcrgg/20241128/4748860.html,PyMuPDF 词坐标法（表头在第 2 页，列 x 跨度 187pt）；函内地块编号解析不完整（函件同时列示多宗地块），需对照函件原表复核；v2 校正地块编号 HD00-0803-0030（v1 该行与首行同宗地，为重复行）；成交：2025-01-02 成交; 726650 万元（ggzyfw 历史报价末次）,726650,,2025-01-02
北京市海淀区六郎庄项目HD00-1010-0002、0003、0004地块F3其他类多功能用地,HD00-1010-0002/0003/0004（公告级）,F3,1.03,9,,,51399.76,52941.75,京土储挂（海）[2025]001号,京规自（海）供审函〔2024〕0008号,2025-01-10,no,https://ggzyfw.beijing.gov.cn/zpgcrgg/20250110/4946889.html,v1 行升级为公告级行：容积率 1.03（函件“统一核算容积率”）、控制高度 9m、用地 51399.76㎡/地上 52941.75㎡（均核自 39MB 多规合一函 PDF 文本 dghy_025001_full.pdf 与挂牌文件 gpfile_025001.pdf）；受让方北京中关村大街建设发展有限公司（fleet 4 渠道交叉验证；本批下载的出让合同 PDF 受让人栏为空白范本，未能从合同文本直接核对）；corridor=no：六郎庄地块东至海淀公园、西至昆明湖东路、北至新建宫门路（函件附件设计方案区位），万泉河路（走廊统筹研究范围西边界，OSM 实测 116.293-116.294°E）位于地块东侧，地块整体在万泉河路以西，判定不在走廊统筹研究范围内；成交：2025-02-18 成交; 121800 万元（ggzyfw 历史报价末次）,121800,北京中关村大街建设发展有限公司,2025-02-18
北京市海淀区树村资金平衡用地统筹项目HD00-0705-0035-1地块R2二类居住用地,HD00-0705-0035-1,R2,1.6,18,,30,39737.80,73299.74,京土储挂（海）[2025]009号,京规自（海）供审函〔2025〕0001号,2025-02-07,unknown,https://ggzyfw.beijing.gov.cn/zpgcrgg/20250207/4966648.html,PyMuPDF 词坐标法（表头在第 2 页，列 x 跨度 171pt）；成交：2025-03-18 成交; 591800 万元（ggzyfw 历史报价末次）,591800,,2025-03-18
北京市海淀区半壁店地区城中村改造项目HD00-2201-0003、0004地块R2二类居住用地,HD0022010003,R2,,,,,40629.23,57958.6,京土储挂（海）[2025]013号,京规自（海）供审函〔2025〕0002号,2025-03-28,unknown,https://ggzyfw.beijing.gov.cn/zpgcrgg/20250328/5016372.html,pdftotext 标签直读；地块编号按公告标题校正为 HD0022010003；成交：2025-05-20 成交; 407000 万元（ggzyfw 历史报价末次）,407000,,2025-05-20
北京市海淀区宝山村棚户区改造平衡资金地块（二期）项目HD00-1412-0016地块二类城镇住宅用地,HD00-1412-0016,R2,2.1,30（局部36）,,30,24009.55,50420.055,京土储挂（海）[2025]017号,京规自（海）供审函〔2024〕0007号,2025-04-28,unknown,https://ggzyfw.beijing.gov.cn/zpgcrgg/20250428/5096288.html,pdftotext 标签直读；地块编号按公告标题校正为 HD0014120016；v2 校正为宗地级：HD00-1412-0016 用地 24009.55㎡/地上 50420.055㎡/容积率 2.1/控高 30（局部36）m/绿地率 30%（v1 原行取函件两宗地合计 52602.32㎡）；成交：2025-06-05 成交; 274200 万元（ggzyfw 历史报价末次）,274200,,2025-06-05
北京市海淀区宝山村棚户区改造平衡资金地块（二期）项目HD00-1412-0017地块二类城镇住宅用地,HD00-1412-0017,R2,2.1,30（局部36）,,30,28592.77,60044.817,京土储挂（海）[2025]018号,京规自（海）供审函〔2024〕0007号,2025-04-28,unknown,https://ggzyfw.beijing.gov.cn/zpgcrgg/20250428/5096287.html,pdftotext 标签直读；地块编号按公告标题校正为 HD0014120017；v2 校正为宗地级：HD00-1412-0017 用地 28592.77㎡/地上 60044.817㎡/容积率 2.1/控高 30（局部36）m/绿地率 30%（v1 原行取函件两宗地合计）；成交：2025-06-05 成交; 332900 万元（ggzyfw 历史报价末次）,332900,,2025-06-05
北京市海淀区上地0702街区东地块土地一级开发项目HD00-0702-18、24、23地块R2二类居住用地、F3其他类多功能用地,HD00070218,,,,,,77132.238,225393.2772,京土储挂（海）[2025]043号,京规自（海）供审函〔2025〕0005号,2025-11-17,unknown,https://ggzyfw.beijing.gov.cn/zpgcrgg/20251117/5334069.html,pdftotext 标签直读；地块编号按公告标题校正为 HD00070218；成交：2025-12-23 成交; 843050 万元（ggzyfw 历史报价末次）,843050,,2025-12-23
北京市海淀区四季青镇西郊机场周边及沿线（西冉、田村、常青片区）城中村改造项目HD00-1408-0034、0049、0040地块二类城镇住宅用地、商业服务业用地,HD0014080034,,,,,,85152.24,142613.628,京土储挂（海）[2026]038号,京规自（海）供审函〔2026〕0001号,2026-07-09,unknown,https://ggzyfw.beijing.gov.cn/zpgcrgg/20260709/5617346.html,pdftotext 标签直读；地块编号按公告标题校正为 HD0014080034；成交：2026-08-12 成交; 859100 万元（ggzyfw 历史报价末次）,859100,,2026-08-12
北京市海淀区西北旺镇永丰产业基地（新）0411街区HD00-0411-0055、0058、0064、0072地块二类城镇住宅用地、商业服务业用地/地面公共交通场站用地,HD00-0411-0055,09,2.50,45,,30,20510.68,51276.70,京土储挂（海）[2024]016号,京规自（海）供审函〔2024〕0003号,2024-04-30,unknown,https://ggzyfw.beijing.gov.cn/zpgcrgg/20240430/4508231.html,v2 新增宗地行：函件各地块规划指标表（09 商业服务业用地/地面公共交通场站）；成交：2024-06-04 成交; 791700 万元（ggzyfw 历史报价末次）,791700,,2024-06-04
北京市海淀区西北旺镇永丰产业基地（新）0411街区HD00-0411-0055、0058、0064、0072地块二类城镇住宅用地、商业服务业用地/地面公共交通场站用地,HD00-0411-0058,070102,2.20,45,,30,21822.21,48008.862,京土储挂（海）[2024]016号,京规自（海）供审函〔2024〕0003号,2024-04-30,unknown,https://ggzyfw.beijing.gov.cn/zpgcrgg/20240430/4508231.html,v2 新增宗地行：函件各地块规划指标表（070102 二类城镇住宅用地）；成交：2024-06-04 成交; 791700 万元（ggzyfw 历史报价末次）,791700,,2024-06-04
北京市海淀区西北旺镇永丰产业基地（新）0411街区HD00-0411-0055、0058、0064、0072地块二类城镇住宅用地、商业服务业用地/地面公共交通场站用地,HD00-0411-0064,09,3.00,45,,30,24180.67,72542.01,京土储挂（海）[2024]016号,京规自（海）供审函〔2024〕0003号,2024-04-30,unknown,https://ggzyfw.beijing.gov.cn/zpgcrgg/20240430/4508231.html,v2 新增宗地行：函件各地块规划指标表（09 商业服务业用地）；成交：2024-06-04 成交; 791700 万元（ggzyfw 历史报价末次）,791700,,2024-06-04
北京市海淀区西北旺镇永丰产业基地（新）0411街区HD00-0411-0055、0058、0064、0072地块二类城镇住宅用地、商业服务业用地/地面公共交通场站用地,HD00-0411-0072,070102,2.20,45,,30,23016.24,50635.728,京土储挂（海）[2024]016号,京规自（海）供审函〔2024〕0003号,2024-04-30,unknown,https://ggzyfw.beijing.gov.cn/zpgcrgg/20240430/4508231.html,v2 新增宗地行：函件各地块规划指标表（070102 二类城镇住宅用地）；成交：2024-06-04 成交; 791700 万元（ggzyfw 历史报价末次）,791700,,2024-06-04
北京市海淀区西北旺镇永丰产业基地（新）H地块HD00-0401-0120、0132、0162地块二类城镇住宅用地、零售商业用地,HD00-0401-0120,R2,2.0,36,,30,51178.061,102356.12,京土储挂（海）[2024]026号,京规自（海）供审函〔2024〕0004号,2024-06-21,unknown,https://ggzyfw.beijing.gov.cn/zpgcrgg/20240621/4569302.html,v2 新增宗地行：函件指标表（070102 二类城镇住宅用地，旧代码 R2；控制高度 36m，函件注“结合建设设计方案可提高至 36-45 米”）；成交：2024-07-25 成交; 868600 万元（ggzyfw 历史报价末次）,868600,,2024-07-25
北京市海淀区西北旺镇永丰产业基地（新）H地块HD00-0401-0120、0132、0162地块二类城镇住宅用地、零售商业用地,HD00-0401-0132,R2,1.7,36,,30,27581.838,46889.12,京土储挂（海）[2024]026号,京规自（海）供审函〔2024〕0004号,2024-06-21,unknown,https://ggzyfw.beijing.gov.cn/zpgcrgg/20240621/4569302.html,v2 新增宗地行：函件指标表（070102 二类城镇住宅用地，旧代码 R2）；成交：2024-07-25 成交; 868600 万元（ggzyfw 历史报价末次）,868600,,2024-07-25
北京市海淀区西北旺镇永丰产业基地（新）H地块HD00-0401-0120、0132、0162地块二类城镇住宅用地、零售商业用地,HD00-0401-0162,090101,2.0,18,,30,6824.673,13649.35,京土储挂（海）[2024]026号,京规自（海）供审函〔2024〕0004号,2024-06-21,unknown,https://ggzyfw.beijing.gov.cn/zpgcrgg/20240621/4569302.html,v2 新增宗地行：函件指标表（090101 零售商业用地，旧代码 B11）；成交：2024-07-25 成交; 868600 万元（ggzyfw 历史报价末次）,868600,,2024-07-25
北京市海淀区半壁店地区城中村改造项目HD00-2201-0003、0004地块R2二类居住用地,HD00-2201-0003,R2,1.3,18,,30,23493.92,30542.10,京土储挂（海）[2025]013号,京规自（海）供审函〔2025〕0002号,2025-03-28,unknown,https://ggzyfw.beijing.gov.cn/zpgcrgg/20250328/5016372.html,v2 新增宗地行：函件各地块规划指标表（R2 二类居住用地；控高 18m 备注“以最终批复为准”）；成交：2025-05-20 成交; 407000 万元（ggzyfw 历史报价末次）,407000,,2025-05-20
北京市海淀区半壁店地区城中村改造项目HD00-2201-0003、0004地块R2二类居住用地,HD00-2201-0004,R2,1.6,18,,30,17135.31,27416.50,京土储挂（海）[2025]013号,京规自（海）供审函〔2025〕0002号,2025-03-28,unknown,https://ggzyfw.beijing.gov.cn/zpgcrgg/20250328/5016372.html,v2 新增宗地行：函件各地块规划指标表（R2 二类居住用地）；成交：2025-05-20 成交; 407000 万元（ggzyfw 历史报价末次）,407000,,2025-05-20
北京市海淀区上地0702街区东地块土地一级开发项目HD00-0702-18、24、23地块R2二类居住用地、F3其他类多功能用地,HD00-0702-18,R2,2.2,30,,30,22018.267,48440.1874,京土储挂（海）[2025]043号,京规自（海）供审函〔2025〕0005号,2025-11-17,unknown,https://ggzyfw.beijing.gov.cn/zpgcrgg/20251117/5334069.html,v2 新增宗地行：函件各地块规划指标表（R2 二类居住用地）；成交：2025-12-23 成交; 843050 万元（ggzyfw 历史报价末次）,843050,,2025-12-23
北京市海淀区上地0702街区东地块土地一级开发项目HD00-0702-18、24、23地块R2二类居住用地、F3其他类多功能用地,HD00-0702-24,R2,2.2,30,,30,20300.000,44660.000,京土储挂（海）[2025]043号,京规自（海）供审函〔2025〕0005号,2025-11-17,unknown,https://ggzyfw.beijing.gov.cn/zpgcrgg/20251117/5334069.html,v2 新增宗地行：函件各地块规划指标表（R2 二类居住用地）；成交：2025-12-23 成交; 843050 万元（ggzyfw 历史报价末次）,843050,,2025-12-23
北京市海淀区上地0702街区东地块土地一级开发项目HD00-0702-18、24、23地块R2二类居住用地、F3其他类多功能用地,HD00-0702-23,F3,3.8,36,,15,34813.971,132293.0898,京土储挂（海）[2025]043号,京规自（海）供审函〔2025〕0005号,2025-11-17,unknown,https://ggzyfw.beijing.gov.cn/zpgcrgg/20251117/5334069.html,v2 新增宗地行：函件各地块规划指标表（F3 其他类多功能用地）；成交：2025-12-23 成交; 843050 万元（ggzyfw 历史报价末次）,843050,,2025-12-23
北京市海淀区四季青镇西郊机场周边及沿线（西冉、田村、常青片区）城中村改造项目HD00-1408-0034、0049、0040地块二类城镇住宅用地、商业服务业用地,HD00-1408-0040,09,2.0,24,,,15925.11,31850.22,京土储挂（海）[2026]038号,京规自（海）供审函〔2026〕0001号,2026-07-09,unknown,https://ggzyfw.beijing.gov.cn/zpgcrgg/20260709/5617346.html,v2 新增宗地行：函件各地块规划指标表（09 商业服务业用地；函件表格无绿地率列）；成交：2026-08-12 成交; 859100 万元（ggzyfw 历史报价末次）,859100,,2026-08-12
