区,幼儿园名称,办园性质,举办者,幼儿园地址
海淀区,中国人民解放军军乐团幼儿园,部队,部队,海淀区紫竹院路100号院 军乐团幼儿园
海淀区,空军特色医学中心蓝天幼儿园,部队,部队,海淀区昌运宫15号
海淀区,中国人民解放军总医院第四医学中心幼儿园,部队,部队,北京市海淀区阜成路51号院
海淀区,中央军委机关事务管理总局北极寺老干部服务管理局幼儿园,部队,部队,北京市海淀区花园东路8号院
海淀区,北京市海淀区富力桃园幼儿园,教育部门,地级教育部门,北京市海淀区西三旗建材城东里富力桃园幼儿园
海淀区,北京市海淀区富力桃园幼儿园枫丹分园,教育部门,地级教育部门,北京市海淀区西三旗建材城中路枫丹丽舍小区内
海淀区,北京市海淀区颐慧佳园幼儿园,教育部门,地级教育部门,北京市海淀区颐慧佳园17号
海淀区,北京市海淀区美和园幼儿园,教育部门,地级教育部门,北京市海淀区清河小营西路48号
海淀区,北京市海淀区美和园幼儿园智学苑分园,教育部门,地级教育部门,北京市海淀区智学苑小区美和园幼儿园智学苑分园
海淀区,北京市海淀区苏家坨镇幼儿园,事业单位,事业单位,北京市海淀区苏家坨镇A地块经济适用住房A3地块
海淀区,中国人民解放军总医院幼儿园,部队,部队,北京市海淀区复兴路28号
海淀区,空军直属机关蓝天幼儿园,部队,部队,北京市海淀区复兴路14号
海淀区,中国人民解放军66400部队幼儿园,部队,部队,北京市海淀区阜成路50号
海淀区,北京市农林科学院幼儿园,地方企业,地方企业,北京海淀区曙光花园中路9号
海淀区,北京公交鸿运承幼教中心第三幼儿园,地方企业,地方企业,北京市海淀区小西天电车宿舍内
海淀区,北京市海淀区赫泽幼儿园,民办,民办,花园北路35号院红黄蓝幼儿园
海淀区,中国人民解放军61672部队幼儿园,部队,部队,海淀区圆明园西路5号
海淀区,北京市海淀新区恩济幼儿园,教育部门,地级教育部门,海淀区苏家坨镇同泽园西里
海淀区,北京市海淀新区恩济幼儿园分园,教育部门,地级教育部门,北京市海淀区苏家坨镇同泽园东里
海淀区,中央军委机关事务管理总局红星幼儿园（新街口园）,部队,部队,新街口外大街23号院
海淀区,北京应用物理与计算数学研究所九一幼儿园,事业单位,事业单位,北京市海淀区花园路一号
海淀区,北京市海淀区智合幼儿园,民办,民办,北京海淀区清河清缘东里3号楼
海淀区,北京市海淀区宜宝幼儿园,民办,民办,北京市海淀区清河永泰园新地标甲17号
海淀区,北京市海淀区唐家岭新城幼儿园,教育部门,地级教育部门,唐家岭新城内T05
海淀区,北京市海淀区乐融幼儿园,民办,民办,北京海淀区通汇路18号
海淀区,北京市海淀区为明西山幼儿园,民办,民办,北京市海淀区西北旺新村德惠路一号院29楼
海淀区,北京市海淀区何嘉仁菁英幼儿园,民办,民办,海淀区 文慧园北路9号 今典花园小区 西北角 独栋楼
海淀区,北京市海淀区上林溪二十一世纪实验幼儿园,民办,民办,北京市海淀区安宁庄东路上林溪小区安宁华庭11号楼
海淀区,北京市海淀区龙岗路幼儿园,其他部门,地级其他部门,北京市海淀区清河龙岗路甲25号
海淀区,北京市海淀区为明实验幼儿园,民办,民办,海淀区四季青巨山路燕西台嘉苑小区甲21号
海淀区,北京市海淀区北京师范大学实验幼儿园牡丹园分园幼儿园,民办,民办,北土城西路牡丹东里18号
海淀区,北京市海淀区亿城蓝天幼儿园,民办,民办,北京市海淀区马连洼竹园小区
海淀区,北京市海淀区民族幼儿园,教育部门,地级教育部门,北京市海淀区马甸玉兰园小区2号楼
海淀区,北京市海淀区蓝宝特幼儿园,民办,民办,北京市海淀区四道口路1号8号楼
海淀区,北京市海淀区培杰幼儿园,民办,民办,北京市海淀区黑泉路宝盛里观林园小区34号
海淀区,北京市海淀区东方博凯幼儿园,民办,民办,闵庄南路9号
海淀区,北京市海淀区中关村科学城北区柳林幼儿园,集体,集体,北京市海淀区苏家坨镇柳林村河北三区62号
海淀区,北京市海淀区绿橙幼儿园,民办,民办,北京市海淀区田村路街道西木社区汤泉逸墅15栋
海淀区,北京市福娃娃特殊教育中心,事业单位,事业单位,北京市海淀区清河三街52号
海淀区,北京市海淀区大风车幼儿园,民办,民办,首体南路1号院
海淀区,北京市海淀区红黄蓝颐东苑幼儿园,民办,民办,北京市海淀区西苑100号颐东苑小区内
海淀区,北京市海淀区七一小学附属实验幼儿园,教育部门,地级教育部门,北京市海淀区莲熙嘉园9号
海淀区,北京市海淀区玉渊潭实验幼儿园,集体,集体,北京市海淀区八里庄街道彰化南路五福玲珑居南区
海淀区,北京十一晋元幼儿园,教育部门,地级教育部门,海淀区上庄大街与田村山南路交汇
海淀区,北京市海淀区三色幼儿园,民办,民办,北京市海淀区高粱桥斜街19号院2号楼
海淀区,北京市海淀区福娃禧娃幼儿园,民办,民办,北京市海淀区万柳东路稻香园西里8号福娃禧娃幼儿园
海淀区,北京博识梦飞万柳幼儿园海淀有限公司,民办,民办,北京市海淀区万柳阳春光华甲1号
海淀区,北京市海淀区桃蹊幼儿园有限公司,民办,民办,北京市海淀区西三旗建材城西路9号院10号楼
海淀区,北京市海淀区东方悦稚幼儿园,民办,民办,北京市海淀区双槐树电站392号
海淀区,北京博识梦飞香山幼儿园海淀有限公司,民办,民办,"北京市海淀区清琴山庄二里甲38号1层101至104,2层201至203,3层301至302"
海淀区,北京一零一中实验幼儿园,教育部门,地级教育部门,北京市海淀区树村东路树村丽景苑
海淀区,北京中外友好幼儿院,教育部门,地级教育部门,北京市海淀区万寿路15号
海淀区,北京市海淀区恩济里体大幼儿园,教育部门,地级教育部门,北京市海淀区信息路48号
海淀区,北京市优才幼儿园海淀有限责任公司,民办,民办,北京市海淀区榆树林一号
海淀区,北京未来领秀幼儿园有限公司,民办,民办,北京市海淀区建材城翡丽华庭12号楼01至03
海淀区,北京市海淀区宏远幼儿园,民办,民办,北京市海淀区苏家坨镇聂各庄路34号平房南院
海淀区,北京市海淀区知萌迪生幼儿园,民办,民办,北京市海淀区瀚河园路3号院1号
海淀区,北京市海淀区凯迪豆豆幼儿园,民办,民办,北京市海淀区清河文苑小区28号院
海淀区,北京本然森林幼儿园海淀有限公司,民办,民办,北京市海淀区西北旺镇韩家川村158号
海淀区,北京市海淀区实验幼儿园,教育部门,地级教育部门,北京市海淀区小牛房路24号院
海淀区,北京市海淀区海育幼儿园,地方企业,地方企业,海淀区西北旺三街甲12号院2号
海淀区,北京市海淀区海育幼儿园永靓分园,地方企业,地方企业,北京市海淀区西北旺镇永靓家园东南侧
海淀区,北京市海淀区海育幼儿园幸福里分园,地方企业,地方企业,
海淀区,北京北外幼儿园海淀有限公司,民办,民办,北京市西三环北路2号（东院）南区158号、159号楼
海淀区,北京市海淀区爱儿坊橡树湾幼儿园,民办,民办,北京市海淀区清河橡树湾学府树五区三号楼
海淀区,北京市海淀区四季阳光幼儿园,民办,民办,海淀区四季青常青路5号院5号楼
海淀区,北京市海淀区京童未来幼儿园,民办,民办,北京市海淀区温泉路南侧白家疃村170号
海淀区,北京市海淀区娃娃丫丫幼儿园,民办,民办,北京市海淀区田村路街道兰德华庭小区6号楼
海淀区,北京市海淀区太极艾嘉幼儿园,民办,民办,北京市海淀区北四环中路211号院内生活区北3号楼北侧及4号楼南侧
海淀区,北京博识梦飞四季青幼儿园海淀有限公司,民办,民办,北京市海淀区临枫嘉园北里20号楼
海淀区,北京宋庆龄幼儿园有限公司,地方企业,省级其他部门,北京市海淀区玉渊潭南路11号
海淀区,北京市海淀区京童未来清河幼儿园,民办,民办,北京市海淀区清河四街1号
海淀区,北京绿橙幼儿园有限公司,民办,民办,北京市海淀区砂石厂路西区
海淀区,北京市海淀区清华附中稻香湖幼儿园,民办,民办,北京市海淀区中关村翠湖科技园E6地块三星庄路1号
海淀区,北京市海淀区京童未来上庄幼儿园,民办,民办,北京市海淀区上庄镇清泽园小区24号楼
海淀区,北京市六一幼儿院科学城园,教育部门,地级教育部门,北京市海淀区西北旺镇丰硕东路永旺家园3区
海淀区,北京市海淀区红英阳光幼儿园,教育部门,地级教育部门,北京市海淀区永大路与永丰路西北角
海淀区,北京市海淀区成志幼儿园,教育部门,地级教育部门,北京市海淀区清河三街33号
海淀区,北京市海淀区科学城北区童心家园幼儿园,教育部门,地级教育部门,北京市海淀区苏家坨镇凤仪佳苑八里19号楼西侧
海淀区,北京市海淀区中关村第二小学科学城北区幼儿园,教育部门,地级教育部门,北京市海淀区土井村路万和嘉园二期1号楼西北侧
海淀区,北京市海淀区聪明娃娃幼儿园,民办,民办,北京市海淀区温泉镇创客小镇社区配套商业楼8号楼一层
海淀区,北京市海淀区神龙汇佳幼儿园,民办,民办,北京市海淀区西北旺友谊路航天城102号院汇佳幼儿园
海淀区,北京市海淀区首钢幼教建西苑幼儿园,地方企业,地方企业,北京市海淀区晋元庄建西苑小区
海淀区,北京市海淀区金幼清景园幼儿园,民办,民办,北京市海淀区龙岗路1号清景园6号楼
海淀区,北京市海淀区青苗幼儿园,民办,民办,四季青镇巨山路21号D栋A区
海淀区,北京市海淀区小天使幼儿园,民办,民办,北京市海淀区车道沟南里小区内
海淀区,北京市海淀区科学城北区实验幼儿园,教育部门,地级教育部门,北京市海淀区温泉镇翡翠云图小区
海淀区,北京市海淀区学院路博雅学园幼儿园,民办,民办,北京市海淀区清华园暂安处甲9号
海淀区,北京畅想幼儿园有限公司,民办,民办,海淀区西二旗中路6号院二区15号楼二层201
海淀区,北京市海淀区玉阜二十一世纪实验幼儿园,民办,民办,北京市海淀区玉泉路6号院玉阜嘉园内
海淀区,北京市六一幼儿院党校园,教育部门,地级教育部门,北京市海淀区青龙桥街道大有庄100号小北院
海淀区,北京万泉幼儿园有限公司,民办,民办,北京市海淀区万泉河50号院稻香园十号楼西侧1幢
海淀区,北京石与溪幼儿园有限公司,民办,民办,海淀区远大园五区甲一号
海淀区,北京市海淀区海融惠爱幼儿园,地方企业,地方企业,北京市海淀区西三旗建材城中路东侧的金隅尚林家园小区
海淀区,北京市海淀区海融惠爱幼儿园永丰分园,地方企业,地方企业,海淀区友谊路与辛店北街交叉路口东200米瑞泽家园小区
海淀区,北京聚沙之年幼儿园海淀有限公司,民办,民办,海淀区畅茜园圣华里9号楼
海淀区,北京市海淀区锦秋幼儿园有限公司,民办,民办,北京市海淀区旱河路甲6号院2号楼
海淀区,北京市海淀区京童未来科学城幼儿园,民办,民办,北京市海淀区北部新村农村地区太舟坞安置房翠湖D21地块-HD00-0303-6002地块
海淀区,中国人民解放军军事科学院幼儿园（厢红旗园）,部队,部队,北京市海淀区厢红旗青龙桥街道东门外一号
海淀区,北京市海淀区玉海二十一世纪实验幼儿园,民办,民办,北京市海淀区玉海园一里19号
