区,幼儿园名称,办园性质,举办者,幼儿园地址,source_row,geocode_query,lon_wgs84,lat_wgs84,geocode_status
海淀区,北京市海淀区三色幼儿园,民办,民办,北京市海淀区高粱桥斜街19号院2号楼,218,北京市海淀区高粱桥斜街19号院2号楼,116.334962,39.945555,ok
海淀区,北京市海淀区福娃禧娃幼儿园,民办,民办,北京市海淀区万柳东路稻香园西里8号福娃禧娃幼儿园,219,北京市海淀区万柳东路稻香园西里8号福娃禧娃幼儿园,116.295523,39.969984,ok
海淀区,北京博识梦飞万柳幼儿园海淀有限公司,民办,民办,北京市海淀区万柳阳春光华甲1号,220,北京市海淀区万柳阳春光华甲1号,116.293569,39.964352,ok
海淀区,北京市海淀区桃蹊幼儿园有限公司,民办,民办,北京市海淀区西三旗建材城西路9号院10号楼,221,北京市海淀区西三旗建材城西路9号院10号楼,116.34849,40.064763,ok
海淀区,北京市海淀区东方悦稚幼儿园,民办,民办,北京市海淀区双槐树电站392号,222,北京市海淀区双槐树电站392号,116.258654,39.934348,ok
海淀区,北京博识梦飞香山幼儿园海淀有限公司,民办,民办,"北京市海淀区清琴山庄二里甲38号1层101至104,2层201至203,3层301至302",223,"北京市海淀区清琴山庄二里甲38号1层101至104,2层201至203,3层301至302",,,error
海淀区,北京一零一中实验幼儿园,教育部门,地级教育部门,北京市海淀区树村东路树村丽景苑,224,北京市海淀区树村东路树村丽景苑,116.297856,40.028993,ok
海淀区,北京中外友好幼儿院,教育部门,地级教育部门,北京市海淀区万寿路15号,225,北京市海淀区万寿路15号,116.288067,39.915447,ok
海淀区,北京市海淀区恩济里体大幼儿园,教育部门,地级教育部门,北京市海淀区信息路48号,226,北京市海淀区信息路48号,116.312769,40.02153,ok
海淀区,北京市优才幼儿园海淀有限责任公司,民办,民办,北京市海淀区榆树林一号,227,北京市海淀区榆树林一号,116.307146,39.976239,ok
海淀区,北京未来领秀幼儿园有限公司,民办,民办,北京市海淀区建材城翡丽华庭12号楼01至03,228,北京市海淀区建材城翡丽华庭12号楼01至03,116.360592,40.063633,ok
海淀区,北京市海淀区宏远幼儿园,民办,民办,北京市海淀区苏家坨镇聂各庄路34号平房南院,229,北京市海淀区苏家坨镇聂各庄路34号平房南院,116.111872,40.102669,ok
海淀区,北京市海淀区知萌迪生幼儿园,民办,民办,北京市海淀区瀚河园路3号院1号,230,北京市海淀区瀚河园路3号院1号,116.229554,39.974794,ok
海淀区,北京市海淀区凯迪豆豆幼儿园,民办,民办,北京市海淀区清河文苑小区28号院,231,北京市海淀区清河文苑小区28号院,116.543161,39.957185,ok
海淀区,北京本然森林幼儿园海淀有限公司,民办,民办,北京市海淀区西北旺镇韩家川村158号,232,北京市海淀区西北旺镇韩家川村158号,116.244224,40.035786,ok
海淀区,北京市海淀区实验幼儿园,教育部门,地级教育部门,北京市海淀区小牛房路24号院,233,北京市海淀区小牛房路24号院,116.25749,40.090053,ok
海淀区,北京市海淀区海育幼儿园,地方企业,地方企业,海淀区西北旺三街甲12号院2号,234,北京市海淀区西北旺三街甲12号院2号,116.273202,39.898827,ok
海淀区,北京市海淀区海育幼儿园永靓分园,地方企业,地方企业,北京市海淀区西北旺镇永靓家园东南侧,235,北京市海淀区西北旺镇永靓家园东南侧,116.239673,40.051511,ok
海淀区,北京市海淀区海育幼儿园幸福里分园,地方企业,地方企业,,236,北京市,116.401145,39.902776,ok
海淀区,北京北外幼儿园海淀有限公司,民办,民办,北京市西三环北路2号（东院）南区158号、159号楼,237,北京市西三环北路2号（东院）南区158号、159号楼,116.307004,39.953602,ok
海淀区,北京市海淀区爱儿坊橡树湾幼儿园,民办,民办,北京市海淀区清河橡树湾学府树五区三号楼,238,北京市海淀区清河橡树湾学府树五区三号楼,116.323787,40.03068,ok
海淀区,北京市海淀区四季阳光幼儿园,民办,民办,海淀区四季青常青路5号院5号楼,239,北京市海淀区四季青常青路5号院5号楼,116.265063,39.959298,ok
海淀区,北京市海淀区京童未来幼儿园,民办,民办,北京市海淀区温泉路南侧白家疃村170号,240,北京市海淀区温泉路南侧白家疃村170号,116.173894,40.038589,ok
海淀区,北京市海淀区娃娃丫丫幼儿园,民办,民办,北京市海淀区田村路街道兰德华庭小区6号楼,241,北京市海淀区田村路街道兰德华庭小区6号楼,116.318249,39.897164,ok
海淀区,北京市海淀区太极艾嘉幼儿园,民办,民办,北京市海淀区北四环中路211号院内生活区北3号楼北侧及4号楼南侧,242,北京市海淀区北四环中路211号院内生活区北3号楼北侧及4号楼南侧,116.366905,39.987077,ok
海淀区,北京博识梦飞四季青幼儿园海淀有限公司,民办,民办,北京市海淀区临枫嘉园北里20号楼,243,北京市海淀区临枫嘉园北里20号楼,116.240358,39.958366,ok
海淀区,北京宋庆龄幼儿园有限公司,地方企业,省级其他部门,北京市海淀区玉渊潭南路11号,244,北京市海淀区玉渊潭南路11号,116.310554,39.911579,ok
海淀区,北京市海淀区京童未来清河幼儿园,民办,民办,北京市海淀区清河四街1号,245,北京市海淀区清河四街1号,116.291624,39.958634,ok
海淀区,北京绿橙幼儿园有限公司,民办,民办,北京市海淀区砂石厂路西区,246,北京市海淀区砂石厂路西区,116.232819,39.922703,ok
海淀区,北京市海淀区清华附中稻香湖幼儿园,民办,民办,北京市海淀区中关村翠湖科技园E6地块三星庄路1号,247,北京市海淀区中关村翠湖科技园E6地块三星庄路1号,116.187078,40.078714,ok
海淀区,北京市海淀区京童未来上庄幼儿园,民办,民办,北京市海淀区上庄镇清泽园小区24号楼,248,北京市海淀区上庄镇清泽园小区24号楼,116.211955,40.092505,ok
海淀区,北京市六一幼儿院科学城园,教育部门,地级教育部门,北京市海淀区西北旺镇丰硕东路永旺家园3区,249,北京市海淀区西北旺镇丰硕东路永旺家园3区,116.247807,40.064943,ok
海淀区,北京市海淀区红英阳光幼儿园,教育部门,地级教育部门,北京市海淀区永大路与永丰路西北角,250,北京市海淀区永大路与永丰路西北角,116.22986,40.082847,ok
海淀区,北京市海淀区成志幼儿园,教育部门,地级教育部门,北京市海淀区清河三街33号,251,北京市海淀区清河三街33号,116.337381,40.029042,ok
海淀区,北京市海淀区科学城北区童心家园幼儿园,教育部门,地级教育部门,北京市海淀区苏家坨镇凤仪佳苑八里19号楼西侧,252,北京市海淀区苏家坨镇凤仪佳苑八里19号楼西侧,116.138056,40.100431,ok
海淀区,北京市海淀区中关村第二小学科学城北区幼儿园,教育部门,地级教育部门,北京市海淀区土井村路万和嘉园二期1号楼西北侧,253,北京市海淀区土井村路万和嘉园二期1号楼西北侧,116.274938,40.062353,ok
海淀区,北京市海淀区聪明娃娃幼儿园,民办,民办,北京市海淀区温泉镇创客小镇社区配套商业楼8号楼一层,254,北京市海淀区温泉镇创客小镇社区配套商业楼8号楼一层,116.19506,40.048345,ok
海淀区,北京市海淀区神龙汇佳幼儿园,民办,民办,北京市海淀区西北旺友谊路航天城102号院汇佳幼儿园,255,北京市海淀区西北旺友谊路航天城102号院汇佳幼儿园,116.262833,40.078113,ok
海淀区,北京市海淀区首钢幼教建西苑幼儿园,地方企业,地方企业,北京市海淀区晋元庄建西苑小区,256,北京市海淀区晋元庄建西苑小区,116.200819,39.918016,ok
海淀区,北京市海淀区金幼清景园幼儿园,民办,民办,北京市海淀区龙岗路1号清景园6号楼,257,北京市海淀区龙岗路1号清景园6号楼,116.345396,40.030418,ok
海淀区,北京市海淀区青苗幼儿园,民办,民办,四季青镇巨山路21号D栋A区,258,北京市四季青镇巨山路21号D栋A区,116.219247,39.946405,ok
海淀区,北京市海淀区小天使幼儿园,民办,民办,北京市海淀区车道沟南里小区内,259,北京市海淀区车道沟南里小区内,116.292741,39.939517,ok
海淀区,北京市海淀区科学城北区实验幼儿园,教育部门,地级教育部门,北京市海淀区温泉镇翡翠云图小区,260,北京市海淀区温泉镇翡翠云图小区,116.17474,40.047166,ok
海淀区,北京市海淀区学院路博雅学园幼儿园,民办,民办,北京市海淀区清华园暂安处甲9号,261,北京市海淀区清华园暂安处甲9号,116.323966,39.990171,ok
海淀区,北京畅想幼儿园有限公司,民办,民办,海淀区西二旗中路6号院二区15号楼二层201,262,北京市海淀区西二旗中路6号院二区15号楼二层201,116.308074,40.054803,ok
海淀区,北京市海淀区玉阜二十一世纪实验幼儿园,民办,民办,北京市海淀区玉泉路6号院玉阜嘉园内,263,北京市海淀区玉泉路6号院玉阜嘉园内,116.248048,39.922668,ok
海淀区,北京市六一幼儿院党校园,教育部门,地级教育部门,北京市海淀区青龙桥街道大有庄100号小北院,264,北京市海淀区青龙桥街道大有庄100号小北院,116.277896,40.000634,ok
海淀区,北京万泉幼儿园有限公司,民办,民办,北京市海淀区万泉河50号院稻香园十号楼西侧1幢,265,北京市海淀区万泉河50号院稻香园十号楼西侧1幢,116.302364,39.974248,ok
海淀区,北京石与溪幼儿园有限公司,民办,民办,海淀区远大园五区甲一号,266,北京市海淀区远大园五区甲一号,116.277007,39.951411,ok
海淀区,北京市海淀区海融惠爱幼儿园,地方企业,地方企业,北京市海淀区西三旗建材城中路东侧的金隅尚林家园小区,267,北京市海淀区西三旗建材城中路东侧的金隅尚林家园小区,116.361086,40.052771,ok
海淀区,北京市海淀区海融惠爱幼儿园永丰分园,地方企业,地方企业,海淀区友谊路与辛店北街交叉路口东200米瑞泽家园小区,268,北京市海淀区友谊路与辛店北街交叉路口东200米瑞泽家园小区,116.257156,40.085349,ok
海淀区,北京聚沙之年幼儿园海淀有限公司,民办,民办,海淀区畅茜园圣华里9号楼,269,北京市海淀区畅茜园圣华里9号楼,116.236793,39.927715,ok
海淀区,北京市海淀区锦秋幼儿园有限公司,民办,民办,北京市海淀区旱河路甲6号院2号楼,270,北京市海淀区旱河路甲6号院2号楼,116.217511,39.99007,ok
海淀区,北京市海淀区京童未来科学城幼儿园,民办,民办,北京市海淀区北部新村农村地区太舟坞安置房翠湖D21地块-HD00-0303-6002地块,271,北京市海淀区北部新村农村地区太舟坞安置房翠湖D21地块-HD00-0303-6002地块,116.210044,40.044579,ok
海淀区,中国人民解放军军事科学院幼儿园（厢红旗园）,部队,部队,北京市海淀区厢红旗青龙桥街道东门外一号,272,北京市海淀区厢红旗青龙桥街道东门外一号,116.285481,39.999919,ok
海淀区,北京市海淀区玉海二十一世纪实验幼儿园,民办,民办,北京市海淀区玉海园一里19号,273,北京市海淀区玉海园一里19号,116.249219,39.920821,ok
海淀区,北京市海淀区台头小学附设幼儿班,教育部门,地级教育部门,北京市海淀区苏家坨镇北安河路36号,274,北京市海淀区苏家坨镇北安河路36号,116.115714,40.080096,ok
海淀区,北京市海淀区上庄中心小学附设幼儿班,教育部门,地级教育部门,北京市海淀区上庄镇上庄家园33号,275,北京市海淀区上庄镇上庄家园33号,116.21398,40.096744,ok
海淀区,北京市海淀区中关村第三小学附设幼儿班,教育部门,地级教育部门,北京市海淀区万柳中路23号,276,北京市海淀区万柳中路23号,116.291359,39.96199,ok
海淀区,中国农业科学院附属小学附设幼儿班,教育部门,地级教育部门,海淀区明光村23号,277,北京市海淀区明光村23号,116.344217,39.96194,ok
海淀区,清华附中上庄学校附设幼儿班,教育部门,地级教育部门,北京市海淀区上庄镇东小营2号,278,北京市海淀区上庄镇东小营2号,116.345321,39.983166,ok
海淀区,北京实验学校（海淀）附设幼儿班,教育部门,地级教育部门,北京市海淀区阜成路甲3号,279,北京市海淀区阜成路甲3号,116.320927,39.924169,ok
海淀区,北京市第十九中学附设幼儿班,教育部门,地级教育部门,万泉河83号,280,北京市万泉河83号,116.302364,39.974248,ok
海淀区,北京十一学校附设幼儿班,教育部门,地级教育部门,海淀区玉泉路66号,281,北京市海淀区玉泉路66号,116.249215,39.900872,ok
海淀区,北京市育英学校附设幼儿班,教育部门,地级教育部门,海淀区西翠路17号,282,北京市海淀区西翠路17号,116.27413,39.914913,ok
海淀区,北京市健翔学校附设幼儿班,教育部门,地级教育部门,北京市海淀区人大南路6号,283,北京市海淀区人大南路6号,116.30214,39.969376,ok
海淀区,北京市海淀区幸福童年社区办园点,社区办园点,社区办园点,北京市海淀区田村路中国房子,284,北京市海淀区田村路中国房子,116.243927,39.929144,ok
